Entity,Month,T-Nature Name,Division Name,Vr. Date,Vr. No.,Item Nature,Item Name,Um,Godown Name,Finished + By Product,Finished Materials,Raw Material Consumed,By Product Received,Store Consumables,Rate,Value Issued,Value Received,Dramt
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,21-Sep-25,P325921-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,430,,,4141.149,1780694.096,0,1780694.096
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,21-Sep-25,P325921-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,100,,,700,70000,0,70000
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,76.26,,0,76.26,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,91.08,91.08,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,72.72,,,3813.39,277309.7179,0,277309.7179
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,39.36,,,8500,334560,0,334560
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,13.92,,,800,11136,0,11136
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,138,,,10100,1393800,0,1393800
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,89.97,89.97,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,72,,,3813.39,274564.0742,0,274564.0742
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,39.6,,,8500,336600,0,336600
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,13.92,,,800,11136,0,11136
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,136.32,,,10100,1376832,0,1376832
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.93,93.93,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.88,,,4005.034,299896.9774,0,299896.9774
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.32,,,8500,342720,0,342720
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.16,,,800,11328,0,11328
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.32,,,10100,1437432,0,1437432
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.46,93.46,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.64,,,3813.39,284631.4318,0,284631.4318
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.32,,,8500,342720,0,342720
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.16,,,800,11328,0,11328
SA,Sep-25,PRODUCTION,SPONGE IRON,22-Sep-25,P125922-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,141.6,,,10100,1430160,0,1430160
SA,Sep-25,PRODUCTION,FERRO ALLOYS,22-Sep-25,P225922-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,30.9,30.9,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,22-Sep-25,P225922-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,16.819,,,3812.968,64130.3056,0,64130.3056
SA,Sep-25,PRODUCTION,FERRO ALLOYS,22-Sep-25,P225922-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,13.938,,,725,10105.05,0,10105.05
SA,Sep-25,PRODUCTION,FERRO ALLOYS,22-Sep-25,P225922-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,69.741,,,12587.413,877858.7638,0,877858.7638
SA,Sep-25,PRODUCTION,FERRO ALLOYS,22-Sep-25,P225922-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,18.381,,,14500,266524.5,0,266524.5
SA,Sep-25,PRODUCTION,FERRO ALLOYS,22-Sep-25,P225922-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,0.425,,,1450,616.25,0,616.25
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,22-Sep-25,P325922-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,112.32,,0,112.32,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,22-Sep-25,P325922-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,435,,,4249.962,1848733.348,0,1848733.348
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,22-Sep-25,P325922-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,80,,,700,56000,0,56000
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,126.24,,,10100,1275024,0,1275024
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,83.16,83.16,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,68.4,,,4042.607,276514.3072,0,276514.3072
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,38.4,,,8500,326400,0,326400
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.48,,,800,9984,0,9984
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,126,,,10100,1272600,0,1272600
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,128.6,,0,128.6,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,83.16,83.16,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,68.4,,,4037.676,276177.0234,0,276177.0234
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,38.4,,,8500,326400,0,326400
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.48,,,800,9984,0,9984
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,126,,,10100,1272600,0,1272600
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,44.83,44.83,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,48,,,3956.753,189924.1627,0,189924.1627
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,26.4,,,8500,224400,0,224400
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,6.96,,,800,5568,0,5568
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,67.92,,,10100,685992,0,685992
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,83.32,83.32,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,68.64,,,4190.48,287634.5458,0,287634.5458
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,38.4,,,8500,326400,0,326400
SA,Sep-25,PRODUCTION,SPONGE IRON,23-Sep-25,P125923-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,12.48,,,800,9984,0,9984
SA,Sep-25,PRODUCTION,FERRO ALLOYS,23-Sep-25,P225923-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,25.2,25.2,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,23-Sep-25,P225923-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,16.092,,,3812.968,61358.278,0,61358.278
SA,Sep-25,PRODUCTION,FERRO ALLOYS,23-Sep-25,P225923-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.072,,,725,8027.2,0,8027.2
SA,Sep-25,PRODUCTION,FERRO ALLOYS,23-Sep-25,P225923-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,57.609,,,12587.413,725148.2703,0,725148.2703
SA,Sep-25,PRODUCTION,FERRO ALLOYS,23-Sep-25,P225923-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,13.499,,,14500,195735.5,0,195735.5
SA,Sep-25,PRODUCTION,FERRO ALLOYS,23-Sep-25,P225923-001,RAW MATERIAL,QUARTZITE,MT,RAW MATERIAL,0,,0.13,,,1450,188.5,0,188.5
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,23-Sep-25,P325923-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,112.32,,0,112.32,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,23-Sep-25,P325923-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,390,,,3717.514,1449830.39,0,1449830.39
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,23-Sep-25,P325923-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,110,,,700,77000,0,77000
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,83.22,,0,83.22,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,92.98,92.98,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,75.12,,,4559.985,342546.0364,0,342546.0364
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.32,,,9000,362880,0,362880
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.32,,,800,13056,0,13056
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,140.88,,,10100,1422888,0,1422888
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,92.51,92.51,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.88,,,4406.29,329942.9967,0,329942.9967
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.08,,,8877.994,355829.9999,0,355829.9999
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.32,,,800,13056,0,13056
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,140.16,,,10100,1415616,0,1415616
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.46,93.46,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.64,,,4267.266,318508.6999,0,318508.6999
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,141.6,,,10100,1430160,0,1430160
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.61,93.61,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.88,,,4024,301317.12,0,301317.12
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,24-Sep-25,P125924-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,141.84,,,10100,1432584,0,1432584
SA,Sep-25,PRODUCTION,FERRO ALLOYS,24-Sep-25,P225924-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,0.001,0.001,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,24-Sep-25,P225924-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,3.598,,,3812.968,13719.05818,0,13719.05818
SA,Sep-25,PRODUCTION,FERRO ALLOYS,24-Sep-25,P225924-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,2.46,,,725,1783.5,0,1783.5
SA,Sep-25,PRODUCTION,FERRO ALLOYS,24-Sep-25,P225924-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,12.499,,,12587.413,157330.074,0,157330.074
SA,Sep-25,PRODUCTION,FERRO ALLOYS,24-Sep-25,P225924-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,3.002,,,14500,43529,0,43529
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,24-Sep-25,P325924-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,144.12,,0,144.12,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,24-Sep-25,P325924-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,130,,,3978.214,517167.82,0,517167.82
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,24-Sep-25,P325924-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,30,,,700,21000,0,21000
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,28.84,,0,28.84,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.77,93.77,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,73.92,,,4857.14,359039.7881,0,359039.7881
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,42,,,9000,378000,0,378000
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.08,,,10100,1435008,0,1435008
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,94.09,94.09,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.16,,,4857.14,360205.5009,0,360205.5009
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,42.24,,,9000,380160,0,380160
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.56,,,10100,1439856,0,1439856
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,94.25,94.25,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.64,,,4857.14,362536.9304,0,362536.9304
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.8,,,9000,367200,0,367200
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.8,,,10100,1442280,0,1442280
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.77,93.77,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,74.16,,,4857.14,360205.5031,0,360205.5031
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.56,,,9000,365040,0,365040
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,25-Sep-25,P125925-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.08,,,10100,1435008,0,1435008
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,89.02,89.02,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,71.04,,,4256.237,302363.1099,0,302363.1099
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,42,,,9000,378000,0,378000
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,15.84,,,800,12672,0,12672
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,134.88,,,10100,1362288,0,1362288
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,88.39,88.39,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,70.32,,,3340.864,234929.5248,0,234929.5248
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.76,,,9000,375840,0,375840
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,15.84,,,800,12672,0,12672
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,133.92,,,10100,1352592,0,1352592
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,78.56,78.56,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,62.16,,,4316.662,268323.6869,0,268323.6869
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,13.68,,,800,10944,0,10944
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,116.88,,,9059.343,1058856,0,1058856
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,78.39,78.39,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,61.92,,,4857.14,300754.1057,0,300754.1057
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,13.68,,,800,10944,0,10944
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,116.64,,,10070.782,1174656,0,1174656
SA,Sep-25,PRODUCTION,SPONGE IRON,26-Sep-25,P125926-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,15.86,,0,15.86,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,40.92,,0,40.92,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,86.01,86.01,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,71.04,,,4887.194,347186.2852,0,347186.2852
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,42,,,9000,378000,0,378000
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,15.36,,,800,12288,0,12288
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,130.32,,,9781.4,1274712,0,1274712
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,83.16,83.16,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,68.4,,,4857.14,332228.374,0,332228.374
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.8,,,9000,367200,0,367200
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.64,,,800,11712,0,11712
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,126,,,10100,1272600,0,1272600
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,85.06,85.06,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,66,,,4857.14,320571.2367,0,320571.2367
