Entity,Month,T-Nature Name,Division Name,Vr. Date,Vr. No.,Item Nature,Item Name,Um,Godown Name,Finished + By Product,Finished Materials,Raw Material Consumed,By Product Received,Store Consumables,Rate,Value Issued,Value Received,Dramt
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,15.12,,,800,12096,0,12096
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,128.88,,,10100,1301688,0,1301688
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,85.38,85.38,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,66.48,,,4857.14,322902.6645,0,322902.6645
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,15.12,,,800,12096,0,12096
SA,Sep-25,PRODUCTION,SPONGE IRON,27-Sep-25,P125927-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,129.36,,,10100,1306536,0,1306536
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,42.72,,,9000,384480,0,384480
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.32,,,800,13056,0,13056
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,141.12,,,10100,1425312,0,1425312
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,83.16,83.16,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,66.72,,,4900.013,326928.8494,0,326928.8494
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.28,,,9000,371520,0,371520
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.64,,,800,11712,0,11712
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,126,,,10100,1272600,0,1272600
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-004,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,100.86,,0,100.86,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,82.84,82.84,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,66.48,,,4857.14,322902.6659,0,322902.6659
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,41.04,,,9000,369360,0,369360
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,14.64,,,800,11712,0,11712
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,125.52,,,10100,1267752,0,1267752
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,88.86,88.86,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,68.4,,,4938.839,337816.6033,0,337816.6033
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,40.8,,,9000,367200,0,367200
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.32,,,800,13056,0,13056
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,134.64,,,10100,1359864,0,1359864
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.14,93.14,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,28-Sep-25,P125928-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,71.52,,,4762,340578.24,0,340578.24
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,21.25,21.25,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,10.2,,,3812.968,38892.27166,0,38892.27166
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,6.967,,,725,5051.075,0,5051.075
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,35.343,,,12587.413,444876.9345,0,444876.9345
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,8.503,,,14500,123293.5,0,123293.5
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-002,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,26.95,26.95,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,16.586,,,2993.14,49644.21788,0,49644.21788
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.101,,,725,8048.225,0,8048.225
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-002,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,56.2,,,12587.413,707412.6055,0,707412.6055
SA,Sep-25,PRODUCTION,FERRO ALLOYS,28-Sep-25,P225928-002,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,13.52,,,14500,196040,0,196040
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,28-Sep-25,P325928-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,200,,,3933.283,786656.64,0,786656.64
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,28-Sep-25,P325928-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,30,,,700,21000,0,21000
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,28-Sep-25,P325928-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,390,,,4098.076,1598249.656,0,1598249.656
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,28-Sep-25,P325928-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,120,,,700,84000,0,84000
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,101.34,,0,101.34,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,91.98,91.98,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,84.24,,,4945.694,416625.2289,0,416625.2289
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.8,,,9000,313200,0,313200
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,137.28,,,10100,1386528,0,1386528
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,94.87,94.87,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,87.12,,,4934.055,429854.9108,0,429854.9108
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,35.76,,,9000,321840,0,321840
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,141.6,,,10100,1430160,0,1430160
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,95.52,95.52,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,81.84,,,5145,421066.8,0,421066.8
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,35.04,,,9000,315360,0,315360
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.56,,,10100,1439856,0,1439856
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,95.19,95.19,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,81.36,,,4979.095,405099.131,0,405099.131
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,34.8,,,9000,313200,0,313200
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,29-Sep-25,P125929-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.08,,,10100,1435008,0,1435008
SA,Sep-25,PRODUCTION,FERRO ALLOYS,29-Sep-25,P225929-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,26.149,26.149,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,29-Sep-25,P225929-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,15.215,,,3067.887,46677.89705,0,46677.89705
SA,Sep-25,PRODUCTION,FERRO ALLOYS,29-Sep-25,P225929-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,10.249,,,725,7430.525,0,7430.525
SA,Sep-25,PRODUCTION,FERRO ALLOYS,29-Sep-25,P225929-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,52.009,,,12587.413,654658.758,0,654658.758
SA,Sep-25,PRODUCTION,FERRO ALLOYS,29-Sep-25,P225929-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,12.499,,,14500,181235.5,0,181235.5
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-1,BY PRODUCTS,BED ASH,MT,BY PRODUCT,68.94,,0,68.94,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-1,BY PRODUCTS,ESP DUST,MT,BY PRODUCT,29.14,,0,29.14,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,68.34,,0,68.34,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-2,BY PRODUCTS,BED ASH,MT,BY PRODUCT,33.8,,0,33.8,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-2,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,74.94,,0,74.94,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-2,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,350,,,3960.273,1386095.54,0,1386095.54
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,29-Sep-25,P325929-2,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,110,,,700,77000,0,77000
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.08,,,10100,1435008,0,1435008
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,98.37,98.37,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,109.2,,,4023.81,439400.0618,0,439400.0618
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-004,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,18.24,,,9000,164160,0,164160
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.56,,,10100,1439856,0,1439856
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,79.46,,0,79.46,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,93.56,93.56,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,107.04,,,4284.905,458656.2612,0,458656.2612
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-001,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,19.2,,,9000,172800,0,172800
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,135.6,,,10100,1369560,0,1369560
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,98.2,98.2,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,112.56,,,4334.058,487841.6135,0,487841.6135
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-002,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,19.92,,,9000,179280,0,179280
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,142.32,,,10100,1437432,0,1437432
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,98.04,98.04,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,108.96,,,4383.44,477619.6747,0,477619.6747
SA,Sep-25,PRODUCTION,SPONGE IRON,30-Sep-25,P125930-003,RAW MATERIAL,COAL IMP,MT,RAW MATERIAL,0,,18,,,9000,162000,0,162000
SA,Sep-25,PRODUCTION,FERRO ALLOYS,30-Sep-25,P225930-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,11.889,,,725,8619.525,0,8619.525
SA,Sep-25,PRODUCTION,FERRO ALLOYS,30-Sep-25,P225930-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,53.279,,,12587.413,670644.7724,0,670644.7724
SA,Sep-25,PRODUCTION,FERRO ALLOYS,30-Sep-25,P225930-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,15.895,,,14500,230477.5,0,230477.5
SA,Sep-25,PRODUCTION,FERRO ALLOYS,30-Sep-25,P225930-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,23.7,23.7,0,,,0,0,0,0
SA,Sep-25,PRODUCTION,FERRO ALLOYS,30-Sep-25,P225930-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,13.72,,,3081.989,42284.89457,0,42284.89457
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,30-Sep-25,P325930-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,70.48,,0,70.48,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,30-Sep-25,P325930-1,FINISHED GOODS,ELECTRICAL ENERGY GENERATED 8KW,MWH,Finished Goods Power,5438.67,5438.67,0,,,0,0,0,0
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,30-Sep-25,P325930-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,365,,,4074.278,1487111.561,0,1487111.561
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,30-Sep-25,P325930-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,90,,,700,63000,0,63000
SA,Sep-25,POWER PLANT PRODUCTION,POWER PLANT,30-Sep-25,P325930-2,FINISHED GOODS,ELECTRICAL ENERGY GENERATED 25KW,MWH,Finished Goods Power,4779.593,4779.593,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,18.96,,,800,15168,0,15168
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,125.04,,,10100,1262904,0,1262904
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,95.05,95.05,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,137.52,,,5145,707540.4,0,707540.4
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,21.36,,,800,17088,0,17088
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,137.76,,,10100,1391376,0,1391376
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,95.22,95.22,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,132,,,4682.559,618097.759,0,618097.759
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,21.36,,,800,17088,0,17088
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,138,,,10100,1393800,0,1393800
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-004,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,94.89,94.89,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-004,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,131.52,,,4801.464,631488.5032,0,631488.5032
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-004,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,21.36,,,800,17088,0,17088
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-004,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,137.52,,,10100,1388952,0,1388952
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,78.38,,0,78.38,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,86.28,86.28,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,01-Oct-25,P125O01-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,125.04,,,4762,595440.48,0,595440.48
SA,Oct-25,PRODUCTION,FERRO ALLOYS,01-Oct-25,P225O01-001,FINISHED GOODS,Silico Manganese,MT,FINISHED GOODS,20.95,20.95,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,FERRO ALLOYS,01-Oct-25,P225O01-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,15.391,,,4282.472,65911.51886,0,65911.51886
SA,Oct-25,PRODUCTION,FERRO ALLOYS,01-Oct-25,P225O01-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,3.257,,,725,2361.325,0,2361.325
SA,Oct-25,PRODUCTION,FERRO ALLOYS,01-Oct-25,P225O01-001,RAW MATERIAL,MANGANESE ORE,MT,RAW MATERIAL,0,,47.931,,,12587.413,603327.2882,0,603327.2882
SA,Oct-25,PRODUCTION,FERRO ALLOYS,01-Oct-25,P225O01-001,RAW MATERIAL,PEARL COKE,MT,RAW MATERIAL,0,,11.499,,,14500,166735.5,0,166735.5
SA,Oct-25,POWER PLANT PRODUCTION,POWER PLANT,01-Oct-25,P325O01-1,RAW MATERIAL,DOLOCHAR -RAW MATERIAL,MT,RAW MATERIAL,0,,100,,,700,70000,0,70000
SA,Oct-25,POWER PLANT PRODUCTION,POWER PLANT,01-Oct-25,P325O01-1,BY PRODUCTS,FLY ASH,MT,BY PRODUCT,95.56,,0,95.56,,0,0,0,0
SA,Oct-25,POWER PLANT PRODUCTION,POWER PLANT,01-Oct-25,P325O01-1,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,370,,,3877.012,1434494.34,0,1434494.34
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-001,BY PRODUCTS,DOLOCHAR BY PRODUCT (650 TDD),MT,BY PRODUCT,101.48,,0,101.48,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-001,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,84.79,84.79,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-001,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,120,,,4884.019,586082.3292,0,586082.3292
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-001,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,23.76,,,800,19008,0,19008
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-001,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,122.88,,,10100,1241088,0,1241088
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-002,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,92.74,92.74,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-002,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,131.28,,,4762,625155.36,0,625155.36
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-002,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,23.76,,,800,19008,0,19008
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-002,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,134.4,,,10100,1357440,0,1357440
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-003,FINISHED GOODS,SPONGE IRON PELLETS,MT,FINISHED GOODS,64.58,64.58,0,,,0,0,0,0
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-003,RAW MATERIAL,COAL,MT,RAW MATERIAL,0,,101.52,,,5016.835,509309.1298,0,509309.1298
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-003,RAW MATERIAL,DOLOMITE,MT,RAW MATERIAL,0,,16.56,,,800,13248,0,13248
SA,Oct-25,PRODUCTION,SPONGE IRON,02-Oct-25,P125O02-003,RAW MATERIAL,PELLETS ORE,MT,RAW MATERIAL,0,,93.6,,,10100,945360,0,945360
